item,group,test,tier,seeds,verdicts,fired,bins,bins_unhit,unhit_list,witness_bins,witness_marked,hold,carve,status
TP-PMP-002,gen_pmp_csr_warl,gen_test_pmp_csr_warl,smoke,3,PASS,yes,44,44,CG-PMP-002.cp_hi_bits.bit30; CG-PMP-002.cp_hi_bits.bit31; CG-PMP-002.cp_hi_bits.both; CG-PMP-002.cp_hi_bits.none; CG-PMP-002.cp_idx.a0; CG-PMP-002.cp_idx.a1; CG-PMP-002.cp_idx.a10; CG-PMP-002.cp_idx.a11; CG-PMP-002.cp_idx.a12; CG-PMP-002.cp_idx.a13; CG-PMP-002.cp_idx.a14; CG-PMP-002.cp_idx.a15; CG-PMP-002.cp_idx.a2; CG-PMP-002.cp_idx.a3; CG-PMP-002.cp_idx.a4; CG-PMP-002.cp_idx.a5; CG-PMP-002.cp_idx.a6; CG-PMP-002.cp_idx.a7; CG-PMP-002.cp_idx.a8; CG-PMP-002.cp_idx.a9; CG-PMP-002.cp_next_cfg.next_unlocked_other; CG-PMP-002.cp_op.csrrw; CG-PMP-002.cp_outcome.written; CG-PMP-002.cp_rlb.rlb0; CG-PMP-002.cp_self_lock.unlocked; CG-PMP-002.cp_self_mode.na4; CG-PMP-002.cp_self_mode.napot; CG-PMP-002.cp_self_mode.off; CG-PMP-002.cp_self_mode.tor; CG-PMP-002.cr_hi_mode.bit30_na4; CG-PMP-002.cr_hi_mode.bit30_napot; CG-PMP-002.cr_hi_mode.bit30_off; CG-PMP-002.cr_hi_mode.bit30_tor; CG-PMP-002.cr_hi_mode.bit31_na4; CG-PMP-002.cr_hi_mode.bit31_napot; CG-PMP-002.cr_hi_mode.bit31_off; CG-PMP-002.cr_hi_mode.bit31_tor; CG-PMP-002.cr_hi_mode.both_na4; CG-PMP-002.cr_hi_mode.both_napot; CG-PMP-002.cr_hi_mode.both_off; CG-PMP-002.cr_hi_mode.both_tor; CG-PMP-002.cr_self_lock.unlocked_rlb0_written; CG-PMP-004.cp_class.pmpaddr; CG-PMP-004.cr_op_class.csrrw_pmpaddr,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-003,gen_pmp_csr_warl,gen_test_pmp_csr_warl,targeted,3,PASS,yes,4,4,CG-PMP-001.cp_res_bits.nonzero; CG-PMP-001.cr_res_op.nonzero_csrrc; CG-PMP-001.cr_res_op.nonzero_csrrs; CG-PMP-001.cr_res_op.nonzero_csrrw,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-004,gen_pmp_csr_warl,gen_test_pmp_csr_warl,targeted,3,PASS,yes,7,7,CG-PMP-001.cp_mml.mml0; CG-PMP-001.cp_outcome.w_dropped; CG-PMP-001.cp_wr_lrwx.c0010; CG-PMP-001.cp_wr_lrwx.c0011; CG-PMP-001.cp_wr_lrwx.c1010; CG-PMP-001.cp_wr_lrwx.c1011; CG-PMP-001.cr_rw01_mml.rw01_mml0_wdrop,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-005,gen_pmp_csr_warl,gen_test_pmp_csr_warl,targeted,3,PASS,yes,3,3,CG-PMP-001.cp_mml.mml1; CG-PMP-001.cr_rw01_mml.rw01_mml1_l1_rlb1_stored; CG-PMP-001.cr_rw01_mml.rw01_mml1_stored,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-006,gen_pmp_csr_warl,gen_test_pmp_csr_warl,smoke,3,PASS,yes,7,7,CG-PMP-001.cp_wr_mode.na4; CG-PMP-001.cp_wr_mode.napot; CG-PMP-001.cp_wr_mode.off; CG-PMP-001.cp_wr_mode.tor; CG-PMP-005.cp_mode.na4; CG-PMP-005.cp_mode.napot; CG-PMP-005.cp_mode.tor,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-007,gen_pmp_csr_warl,gen_test_pmp_csr_warl,targeted,3,PASS,yes,91,91,CG-PMP-001.cp_op.csrrc; CG-PMP-001.cp_op.csrrs; CG-PMP-002.cp_op.csrrc; CG-PMP-002.cp_op.csrrs; CG-PMP-002.cr_idx_op.a0_csrrc; CG-PMP-002.cr_idx_op.a0_csrrs; CG-PMP-002.cr_idx_op.a0_csrrw; CG-PMP-002.cr_idx_op.a10_csrrc; CG-PMP-002.cr_idx_op.a10_csrrs; CG-PMP-002.cr_idx_op.a10_csrrw; CG-PMP-002.cr_idx_op.a11_csrrc; CG-PMP-002.cr_idx_op.a11_csrrs; CG-PMP-002.cr_idx_op.a11_csrrw; CG-PMP-002.cr_idx_op.a12_csrrc; CG-PMP-002.cr_idx_op.a12_csrrs; CG-PMP-002.cr_idx_op.a12_csrrw; CG-PMP-002.cr_idx_op.a13_csrrc; CG-PMP-002.cr_idx_op.a13_csrrs; CG-PMP-002.cr_idx_op.a13_csrrw; CG-PMP-002.cr_idx_op.a14_csrrc; CG-PMP-002.cr_idx_op.a14_csrrs; CG-PMP-002.cr_idx_op.a14_csrrw; CG-PMP-002.cr_idx_op.a15_csrrc; CG-PMP-002.cr_idx_op.a15_csrrs; CG-PMP-002.cr_idx_op.a15_csrrw; CG-PMP-002.cr_idx_op.a1_csrrc; CG-PMP-002.cr_idx_op.a1_csrrs; CG-PMP-002.cr_idx_op.a1_csrrw; CG-PMP-002.cr_idx_op.a2_csrrc; CG-PMP-002.cr_idx_op.a2_csrrs; CG-PMP-002.cr_idx_op.a2_csrrw; CG-PMP-002.cr_idx_op.a3_csrrc; CG-PMP-002.cr_idx_op.a3_csrrs; CG-PMP-002.cr_idx_op.a3_csrrw; CG-PMP-002.cr_idx_op.a4_csrrc; CG-PMP-002.cr_idx_op.a4_csrrs; CG-PMP-002.cr_idx_op.a4_csrrw; CG-PMP-002.cr_idx_op.a5_csrrc; CG-PMP-002.cr_idx_op.a5_csrrs; CG-PMP-002.cr_idx_op.a5_csrrw; CG-PMP-002.cr_idx_op.a6_csrrc; CG-PMP-002.cr_idx_op.a6_csrrs; CG-PMP-002.cr_idx_op.a6_csrrw; CG-PMP-002.cr_idx_op.a7_csrrc; CG-PMP-002.cr_idx_op.a7_csrrs; CG-PMP-002.cr_idx_op.a7_csrrw; CG-PMP-002.cr_idx_op.a8_csrrc; CG-PMP-002.cr_idx_op.a8_csrrs; CG-PMP-002.cr_idx_op.a8_csrrw; CG-PMP-002.cr_idx_op.a9_csrrc; CG-PMP-002.cr_idx_op.a9_csrrs; CG-PMP-002.cr_idx_op.a9_csrrw; CG-PMP-003.cp_op.csrrc; CG-PMP-003.cp_op.csrrs; CG-PMP-003.cp_op.csrrw; CG-PMP-004.cp_class.mseccfg; CG-PMP-004.cp_class.mseccfgh; CG-PMP-004.cp_class.pmpaddr; CG-PMP-004.cp_class.pmpcfg; CG-PMP-004.cp_op.csrrc; CG-PMP-004.cp_op.csrrci; CG-PMP-004.cp_op.csrrs; CG-PMP-004.cp_op.csrrsi; CG-PMP-004.cp_op.csrrw; CG-PMP-004.cp_op.csrrwi; CG-PMP-004.cp_rw.read_only; CG-PMP-004.cp_rw.write; CG-PMP-004.cr_op_class.csrrc_mseccfg; CG-PMP-004.cr_op_class.csrrc_mseccfgh; CG-PMP-004.cr_op_class.csrrc_pmpaddr; CG-PMP-004.cr_op_class.csrrc_pmpcfg; CG-PMP-004.cr_op_class.csrrci_mseccfg; CG-PMP-004.cr_op_class.csrrci_mseccfgh; CG-PMP-004.cr_op_class.csrrci_pmpaddr; CG-PMP-004.cr_op_class.csrrci_pmpcfg; CG-PMP-004.cr_op_class.csrrs_mseccfg; CG-PMP-004.cr_op_class.csrrs_mseccfgh; CG-PMP-004.cr_op_class.csrrs_pmpaddr; CG-PMP-004.cr_op_class.csrrs_pmpcfg; CG-PMP-004.cr_op_class.csrrsi_mseccfg; CG-PMP-004.cr_op_class.csrrsi_mseccfgh; CG-PMP-004.cr_op_class.csrrsi_pmpaddr; CG-PMP-004.cr_op_class.csrrsi_pmpcfg; CG-PMP-004.cr_op_class.csrrw_mseccfg; CG-PMP-004.cr_op_class.csrrw_mseccfgh; CG-PMP-004.cr_op_class.csrrw_pmpaddr; CG-PMP-004.cr_op_class.csrrw_pmpcfg; CG-PMP-004.cr_op_class.csrrwi_mseccfg; CG-PMP-004.cr_op_class.csrrwi_mseccfgh; CG-PMP-004.cr_op_class.csrrwi_pmpaddr; CG-PMP-004.cr_op_class.csrrwi_pmpcfg,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-008,gen_pmp_csr_warl,gen_test_pmp_csr_warl,targeted,3,PASS,yes,11,11,CG-PMP-004.cp_priv.u; CG-PMP-004.cp_trap.illegal; CG-PMP-004.cr_priv_trap.u_illegal; CG-PMP-004.cr_u_class.u_mseccfg_read_only; CG-PMP-004.cr_u_class.u_mseccfg_write; CG-PMP-004.cr_u_class.u_mseccfgh_read_only; CG-PMP-004.cr_u_class.u_mseccfgh_write; CG-PMP-004.cr_u_class.u_pmpaddr_read_only; CG-PMP-004.cr_u_class.u_pmpaddr_write; CG-PMP-004.cr_u_class.u_pmpcfg_read_only; CG-PMP-004.cr_u_class.u_pmpcfg_write,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-011,gen_pmp_mseccfg,gen_test_pmp_mseccfg,targeted,3,PASS,yes,11,11,CG-PMP-003.cp_csr.mseccfg; CG-PMP-003.cp_hi_bits.nonzero; CG-PMP-003.cp_hi_bits.zero; CG-PMP-003.cp_post.s000; CG-PMP-003.cp_post.s001; CG-PMP-003.cp_pre_rlb.p0; CG-PMP-003.cp_pre_rlb.p1; CG-PMP-003.cp_wr_rlb.w0; CG-PMP-003.cp_wr_rlb.w1; CG-PMP-003.cr_hi_bits.mseccfg_hi_nonzero; CG-PMP-004.cr_op_class.csrrw_mseccfg,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-012,gen_pmp_mseccfg,gen_test_pmp_mseccfg,targeted,3,PASS,yes,10,10,CG-PMP-003.cp_csr.mseccfgh; CG-PMP-003.cr_mseccfgh.mseccfgh_nonzero_csrrc; CG-PMP-003.cr_mseccfgh.mseccfgh_nonzero_csrrs; CG-PMP-003.cr_mseccfgh.mseccfgh_nonzero_csrrw; CG-PMP-004.cr_op_class.csrrc_mseccfgh; CG-PMP-004.cr_op_class.csrrci_mseccfgh; CG-PMP-004.cr_op_class.csrrs_mseccfgh; CG-PMP-004.cr_op_class.csrrsi_mseccfgh; CG-PMP-004.cr_op_class.csrrw_mseccfgh; CG-PMP-004.cr_op_class.csrrwi_mseccfgh,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-013,gen_pmp_lock,gen_test_pmp_lock,targeted,3,PASS,yes,10,10,CG-PMP-001.cp_outcome.ignored_lock; CG-PMP-001.cp_prelock.locked; CG-PMP-001.cp_word_lockmix.all; CG-PMP-001.cp_word_lockmix.none; CG-PMP-001.cp_word_lockmix.some; CG-PMP-001.cr_lock_outcome.locked_rlb0_ignored; CG-PMP-001.cr_lock_outcome.unlocked_rlb0_written; CG-PMP-001.cr_lockmix_op.some_csrrc; CG-PMP-001.cr_lockmix_op.some_csrrs; CG-PMP-001.cr_lockmix_op.some_csrrw,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-014,gen_pmp_lock,gen_test_pmp_lock,targeted,3,PASS,yes,7,7,CG-PMP-002.cp_outcome.ignored_self_lock; CG-PMP-002.cp_self_lock.locked; CG-PMP-002.cp_self_mode.na4; CG-PMP-002.cp_self_mode.napot; CG-PMP-002.cp_self_mode.off; CG-PMP-002.cp_self_mode.tor; CG-PMP-002.cr_self_lock.locked_rlb0_ignored,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-015,gen_pmp_lock,gen_test_pmp_lock,targeted,3,PASS,yes,3,3,CG-PMP-002.cp_next_cfg.next_locked_tor; CG-PMP-002.cp_outcome.ignored_tor_lock; CG-PMP-002.cr_tor_lock.nl_tor_rlb0_ignored,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-016,gen_pmp_lock,gen_test_pmp_lock,targeted,3,PASS,yes,2,2,CG-PMP-002.cp_next_cfg.next_locked_other; CG-PMP-002.cr_tor_lock.nl_other_rlb0_written,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-017,gen_pmp_lock,gen_test_pmp_lock,targeted,3,PASS,yes,2,2,CG-PMP-002.cp_next_cfg.next_unlocked_tor; CG-PMP-002.cr_tor_lock.nu_tor_rlb0_written,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-018,gen_pmp_lock,gen_test_pmp_lock,targeted,3,PASS,yes,4,4,CG-PMP-002.cp_next_cfg.top; CG-PMP-002.cr_top_lock.top_locked_ignored; CG-PMP-002.cr_top_lock.top_unlocked_written; CG-PMP-002.cr_tor_lock.top_rlb0_written,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-019,gen_pmp_lock,gen_test_pmp_lock,targeted,3,PASS,yes,4,4,CG-PMP-001.cp_wr_mode.off; CG-PMP-001.cr_lock_outcome.locked_rlb0_ignored; CG-PMP-003.cp_locked_off_only.yes; CG-PMP-003.cr_rlb_trans.rlb_0_w1_lockedoff_blocked,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-020,gen_pmp_lock,gen_test_pmp_lock,targeted,3,PASS,yes,11,11,CG-PMP-001.cr_lock_outcome.locked_rlb0_ignored; CG-PMP-001.cr_prelock_wrl.setlock_c1000; CG-PMP-001.cr_prelock_wrl.setlock_c1001; CG-PMP-001.cr_prelock_wrl.setlock_c1100; CG-PMP-001.cr_prelock_wrl.setlock_c1101; CG-PMP-001.cr_prelock_wrl.setlock_c1110; CG-PMP-001.cr_prelock_wrl.setlock_c1111; CG-PMP-002.cr_self_lock.locked_rlb0_ignored; CG-PMP-011.cp_bb.lock_then_addr; CG-PMP-011.cp_bb.lock_then_cfg; CG-PMP-011.cp_bb.lock_then_rlb,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-021,gen_pmp_lock,gen_test_pmp_lock,targeted,3,PASS,yes,6,6,CG-PMP-001.cp_rlb.rlb1; CG-PMP-001.cr_lock_outcome.locked_rlb1_written; CG-PMP-001.cr_lock_outcome.unlocked_rlb1_written; CG-PMP-002.cp_rlb.rlb1; CG-PMP-002.cr_self_lock.locked_rlb1_written; CG-PMP-002.cr_tor_lock.nl_tor_rlb1_written,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-022,gen_pmp_mseccfg,gen_test_pmp_mseccfg,targeted,3,PASS,yes,10,10,CG-PMP-003.cp_pre_mml.p0; CG-PMP-003.cp_pre_mml.p1; CG-PMP-003.cp_wr_mml.w0; CG-PMP-003.cp_wr_mml.w1; CG-PMP-003.cr_mml_trans.mml_0_w0_stay0; CG-PMP-003.cr_mml_trans.mml_0_w1_set; CG-PMP-003.cr_mml_trans.mml_1_w0_hold; CG-PMP-003.cr_mml_trans.mml_1_w1_hold; CG-PMP-003.cr_op_trans.csrrc_mml_hold; CG-PMP-003.cr_op_trans.csrrw_mml_hold,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-023,gen_pmp_mseccfg,gen_test_pmp_mseccfg,targeted,3,PASS,yes,10,10,CG-PMP-003.cp_pre_mmwp.p0; CG-PMP-003.cp_pre_mmwp.p1; CG-PMP-003.cp_wr_mmwp.w0; CG-PMP-003.cp_wr_mmwp.w1; CG-PMP-003.cr_mmwp_trans.mmwp_0_w0_stay0; CG-PMP-003.cr_mmwp_trans.mmwp_0_w1_set; CG-PMP-003.cr_mmwp_trans.mmwp_1_w0_hold; CG-PMP-003.cr_mmwp_trans.mmwp_1_w1_hold; CG-PMP-003.cr_op_trans.csrrc_mmwp_hold; CG-PMP-003.cr_op_trans.csrrw_mmwp_hold,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-024,gen_pmp_mseccfg,gen_test_pmp_mseccfg,targeted,3,PASS,yes,5,5,CG-PMP-003.cp_any_locked.none; CG-PMP-003.cr_rlb_trans.rlb_0_w0_nolock_stay; CG-PMP-003.cr_rlb_trans.rlb_0_w1_nolock_set; CG-PMP-003.cr_rlb_trans.rlb_1_w0_clear; CG-PMP-003.cr_rlb_trans.rlb_1_w1_hold,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-025,gen_pmp_mseccfg,gen_test_pmp_mseccfg,targeted,3,PASS,yes,4,4,CG-PMP-003.cp_any_locked.some; CG-PMP-003.cp_locked_off_only.no; CG-PMP-003.cr_rlb_trans.rlb_0_w0_locked_stay; CG-PMP-003.cr_rlb_trans.rlb_0_w1_locked_blocked,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-026,gen_pmp_mseccfg,gen_test_pmp_mseccfg,targeted,3,PASS,yes,5,5,CG-PMP-003.cr_rlb_trans.rlb_0_w1_locked_blocked; CG-PMP-003.cr_rlb_trans.rlb_1_w0_clear; CG-PMP-003.cr_state_trans.s000_to_s000; CG-PMP-003.cr_state_trans.s000_to_s001; CG-PMP-003.cr_state_trans.s001_to_s000,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-027,gen_pmp_mseccfg,gen_test_pmp_mseccfg,targeted,3,PASS,yes,9,9,CG-PMP-001.cp_outcome.ignored_mml_exec; CG-PMP-001.cr_mml_exec_suppress.rlb0_c1001_suppressed; CG-PMP-001.cr_mml_exec_suppress.rlb0_c1010_suppressed; CG-PMP-001.cr_mml_exec_suppress.rlb0_c1011_suppressed; CG-PMP-001.cr_mml_exec_suppress.rlb0_c1101_suppressed; CG-PMP-001.cr_rw01_mml.rw01_mml1_l1_rlb0_suppressed; CG-PMP-001.cr_suppress_mode.na4; CG-PMP-001.cr_suppress_mode.napot; CG-PMP-001.cr_suppress_mode.tor,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-028,gen_pmp_mseccfg,gen_test_pmp_mseccfg,targeted,3,PASS,yes,1,1,CG-PMP-001.cr_suppress_mode.off,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-029,gen_pmp_mseccfg,gen_test_pmp_mseccfg,targeted,3,PASS,yes,4,4,CG-PMP-001.cr_mml_nonexec_accept.c1000_written; CG-PMP-001.cr_mml_nonexec_accept.c1100_written; CG-PMP-001.cr_mml_nonexec_accept.c1110_written; CG-PMP-001.cr_mml_nonexec_accept.c1111_written,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-030,gen_pmp_mseccfg,gen_test_pmp_mseccfg,targeted,3,PASS,yes,5,5,CG-PMP-001.cr_mml_exec_suppress.rlb1_c1001_written; CG-PMP-001.cr_mml_exec_suppress.rlb1_c1010_written; CG-PMP-001.cr_mml_exec_suppress.rlb1_c1011_written; CG-PMP-001.cr_mml_exec_suppress.rlb1_c1101_written; CG-PMP-001.cr_rw01_mml.rw01_mml1_l1_rlb1_stored,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-031,gen_pmp_mseccfg,gen_test_pmp_mseccfg,targeted,3,PASS,yes,6,6,CG-PMP-003.cr_mml_trans.mml_0_w1_set; CG-PMP-005.cr_truth_mml0.c0111_m_load; CG-PMP-005.cr_truth_mml0.c1110_u_load; CG-PMP-005.cr_truth_mml1.c0111_m_load; CG-PMP-005.cr_truth_mml1.c1110_u_load; CG-PMP-011.cr_csr_data.mseccfg_mml_now_denied,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-108,gen_pmp_mseccfg,gen_test_pmp_mseccfg,targeted,3,PASS,none,49,49,CG-PMP-003.cp_post.s000; CG-PMP-003.cp_post.s001; CG-PMP-003.cp_post.s010; CG-PMP-003.cp_post.s011; CG-PMP-003.cp_post.s100; CG-PMP-003.cp_post.s101; CG-PMP-003.cp_post.s110; CG-PMP-003.cp_post.s111; CG-PMP-003.cp_pre.s000; CG-PMP-003.cp_pre.s001; CG-PMP-003.cp_pre.s010; CG-PMP-003.cp_pre.s011; CG-PMP-003.cp_pre.s100; CG-PMP-003.cp_pre.s101; CG-PMP-003.cp_pre.s110; CG-PMP-003.cp_pre.s111; CG-PMP-003.cr_state_trans.s000_to_s000; CG-PMP-003.cr_state_trans.s000_to_s001; CG-PMP-003.cr_state_trans.s000_to_s010; CG-PMP-003.cr_state_trans.s000_to_s011; CG-PMP-003.cr_state_trans.s000_to_s100; CG-PMP-003.cr_state_trans.s000_to_s101; CG-PMP-003.cr_state_trans.s000_to_s110; CG-PMP-003.cr_state_trans.s000_to_s111; CG-PMP-003.cr_state_trans.s001_to_s000; CG-PMP-003.cr_state_trans.s001_to_s001; CG-PMP-003.cr_state_trans.s001_to_s010; CG-PMP-003.cr_state_trans.s001_to_s011; CG-PMP-003.cr_state_trans.s001_to_s100; CG-PMP-003.cr_state_trans.s001_to_s101; CG-PMP-003.cr_state_trans.s001_to_s110; CG-PMP-003.cr_state_trans.s001_to_s111; CG-PMP-003.cr_state_trans.s010_to_s010; CG-PMP-003.cr_state_trans.s010_to_s011; CG-PMP-003.cr_state_trans.s010_to_s110; CG-PMP-003.cr_state_trans.s010_to_s111; CG-PMP-003.cr_state_trans.s011_to_s010; CG-PMP-003.cr_state_trans.s011_to_s011; CG-PMP-003.cr_state_trans.s011_to_s110; CG-PMP-003.cr_state_trans.s011_to_s111; CG-PMP-003.cr_state_trans.s100_to_s100; CG-PMP-003.cr_state_trans.s100_to_s110; CG-PMP-003.cr_state_trans.s101_to_s100; CG-PMP-003.cr_state_trans.s101_to_s101; CG-PMP-003.cr_state_trans.s101_to_s110; CG-PMP-003.cr_state_trans.s101_to_s111; CG-PMP-003.cr_state_trans.s110_to_s110; CG-PMP-003.cr_state_trans.s111_to_s110; CG-PMP-003.cr_state_trans.s111_to_s111,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-PMP-112,gen_pmp_lock,gen_test_pmp_lock,targeted,3,PASS,yes,11,11,CG-PMP-001.cr_lock_outcome.locked_rlb0_ignored; CG-PMP-002.cr_self_lock.locked_rlb0_ignored; CG-PMP-002.cr_tor_lock.nl_tor_rlb0_ignored; CG-PMP-003.cr_rlb_trans.rlb_0_w1_locked_blocked; CG-PMP-003.cr_rlb_trans.rlb_1_w0_clear; CG-PMP-003.cr_state_trans.s001_to_s000; CG-PMP-003.cr_state_trans.s011_to_s010; CG-PMP-003.cr_state_trans.s101_to_s100; CG-PMP-003.cr_state_trans.s111_to_s110; CG-PMP-011.cp_bb.rlbclr_then_addr; CG-PMP-011.cp_bb.rlbclr_then_cfg,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-RST-001,gen_rst_boot,gen_test_rst_boot,smoke,3,PASS,none,3,3,CG-RST-001.cp_fetch_en_at_release.off (not declared); CG-RST-001.cp_fetch_en_at_release.on (not declared); CG-RST-001.cp_reset_kind.power_on (not declared),0,no,,,NOT-FIRED (no fire line: not built or not reached)
TP-RST-002,gen_rst_boot,gen_test_rst_boot,smoke,3,PASS,none,10,9,CG-RST-001.cp_boot_addr.low (not declared); CG-RST-001.cp_boot_addr.mid (not declared); CG-RST-001.cp_boot_addr.zero (bins_not_hit); CG-RST-001.cp_boot_low_byte.zero (not declared); CG-RST-001.cr_boot_kind.high_power_on (not declared); CG-RST-001.cr_boot_kind.low_power_on (not declared); CG-RST-001.cr_boot_kind.mid_power_on (not declared); CG-RST-001.cr_boot_kind.zero_power_on (not declared); CG-RST-001.cr_pending_first.none_first_instr_retire (not declared),0,no,,,NOT-FIRED (no fire line: not built or not reached)
TP-RST-003,gen_rst_boot,gen_test_rst_boot,smoke,3,PASS,yes,3,1,CG-RST-001.cp_boot_addr.zero (bins_not_hit),0,no,,,UNHIT (1 of 3 bins)
TP-RST-004,gen_rst_boot,gen_test_rst_boot,targeted,3,PASS,none,5,5,CG-RST-001.cp_boot_to_req_cycles.two (not declared); CG-SEC-005.cp_boot_addr_change_ctx.in_handler (not declared); CG-SEC-005.cp_boot_addr_change_ctx.in_wfi (not declared); CG-SEC-005.cp_boot_addr_change_ctx.running (not declared); CG-SEC-005.cp_event.boot_addr_change (not declared),0,no,,,NOT-FIRED (no fire line: not built or not reached)
TP-RST-005,gen_rst_boot,gen_test_rst_boot,targeted,3,PASS,none,3,3,CG-RST-001.cp_hart_id.max (not declared); CG-RST-001.cp_hart_id.random (not declared); CG-RST-001.cp_hart_id.zero (not declared),0,no,,,NOT-FIRED (no fire line: not built or not reached)
TP-RST-006,gen_rst_boot,gen_test_rst_boot,smoke,3,PASS,yes,3,1,CG-RST-001.cr_pending_first.irq_enabled_later_first_instr_retire (bins_not_hit),0,no,,,UNHIT (1 of 3 bins)
TP-RST-007,gen_rst_boot,gen_test_rst_boot,smoke,3,PASS,yes,3,1,CG-SEC-005.cp_bit8_readback.zero (bins_not_hit),0,no,,,UNHIT (1 of 3 bins)
TP-RST-008,gen_rst_boot,gen_test_rst_boot,smoke,3,PASS,none,3,3,CG-RST-001.cp_boot_to_req_cycles.two (not declared); CG-RST-001.cr_fetch_en_first.on_first_instr_retire (not declared); CG-SEC-006.cp_value.on (not declared),0,no,,,NOT-FIRED (no fire line: not built or not reached)
TP-RST-027,gen_rst_boot,gen_test_rst_boot,smoke,3,PASS,none,1,1,CG-RVFI-001.cp_order_step.first (not declared),0,no,,,NOT-FIRED (no fire line: not built or not reached)
TP-RVFI-036,gen_rst_boot,gen_test_rst_boot,smoke,3,PASS,none,2,2,CG-RST-001.cp_reset_kind.mid_run (not declared); CG-RST-001.cp_reset_kind.power_on (not declared),0,no,,,NOT-FIRED (no fire line: not built or not reached)
TP-SEC-031,gen_rst_boot,gen_test_rst_boot,smoke,3,PASS,none,10,10,CG-SEC-004.cp_trigger.boot (not declared); CG-SEC-004.cp_trigger.first_id (not declared); CG-SEC-004.cp_trigger.reset (not declared); CG-SEC-004.cp_value_class.boot_page (not declared); CG-SEC-004.cp_value_class.zero (not declared); CG-SEC-004.cr_field_trigger.current_pc_first_id (not declared); CG-SEC-004.cr_field_trigger.exception_addr_reset (not declared); CG-SEC-004.cr_field_trigger.exception_pc_reset (not declared); CG-SEC-004.cr_field_trigger.last_data_addr_reset (not declared); CG-SEC-004.cr_field_trigger.next_pc_boot (not declared),0,no,,,NOT-FIRED (no fire line: not built or not reached)
